X,Y
9970.95145631068, 3463.1346153846157
8793.825242718447, 3497.4230769230767
8412.990291262136, 3566
8032.155339805826, 3668.8653846153848
7478.213592233011, 3908.8846153846152
6785.786407766989, 4217.4807692307695
6162.601941747574, 4491.788461538461
5712.52427184466, 4766.096153846154
5712.52427184466, 5143.2692307692305
5885.631067961165, 5554.7307692307695
6024.116504854369, 6034.769230769231
6093.35922330097, 6514.807692307693
6370.330097087379, 7337.73076923077
6543.436893203883, 7749.1923076923085
6751.165048543689, 8194.942307692309
6958.8932038834955, 8606.403846153848
7166.6213592233, 9017.865384615385
7339.728155339806, 9326.461538461539
7582.077669902912, 9806.500000000002
7859.04854368932, 10217.961538461539
8309.126213592233, 10800.865384615385
8482.233009708738, 11109.46153846154
8793.825242718447, 11555.211538461539
9105.417475728154, 12172.403846153846
9313.14563106796, 12926.750000000002
9590.116504854368, 13578.230769230771
9936.330097087379, 14195.423076923078
10178.679611650485, 15052.634615384617
10421.029126213592, 15464.096153846158
10905.728155339804, 15601.250000000002
11148.077669902912, 15841.269230769232
11321.184466019418, 16218.44230769231
11736.640776699029, 16732.769230769234
12325.203883495145, 16972.78846153846
13086.873786407767, 17075.65384615385
14367.864077669903, 17178.519230769234
15510.368932038835, 17178.519230769234
16237.417475728153, 17075.65384615385
16652.873786407763, 16527.03846153847
16929.844660194176, 15909.846153846154
17137.572815533982, 15224.076923076926
17206.81553398058, 14744.038461538463
17241.436893203885, 13852.538461538465
17276.05825242718, 13406.788461538463
17310.679611650485, 12789.596153846156
17449.16504854369, 12069.538461538463
17726.135922330097, 11246.615384615387
17968.485436893206, 10663.71153846154
18280.07766990291, 9977.942307692309
18730.155339805824, 9086.442307692309
18799.398058252424, 8777.846153846156
18799.398058252424, 8194.942307692309
18972.504854368934, 7406.307692307692
19145.611650485436, 6789.115384615385
19561.06796116505, 6000.4807692307695
19768.796116504855, 5383.288461538462
19803.417475728158, 5040.403846153847
20011.145631067964, 4320.346153846153
20357.35922330097, 4046.038461538462
21049.786407766987, 3977.461538461538
22053.805825242714, 2708.788461538462
22157.669902912618, 2160.1730769230767
21707.59223300971, 1954.4423076923076
21188.271844660194, 1954.4423076923076
20599.70873786408, 2263.0384615384614
20184.252427184467, 2537.346153846154
19595.689320388352, 2811.653846153846
18937.88349514563, 3085.961538461538
18522.427184466018, 3154.5384615384614
18245.456310679612, 3154.5384615384614
17518.40776699029, 2880.2307692307695
17206.81553398058, 2914.5192307692305
16618.252427184467, 3051.673076923077
16202.796116504853, 3085.961538461538
15406.504854368932, 3017.3846153846152
14540.970873786408, 2983.096153846154
13848.54368932039, 3051.673076923077
12879.145631067962, 3154.5384615384614
12013.611650485436, 3291.6923076923076
11459.669902912621, 3325.980769230769
